-1.358955,1,-0.31693149,0.10044557,0.010245234,0.000104965,1,-0.003247037,0.77702701,-0.31693149,0.19895455,0.074820027,0,0.039582916,0.005598037,0.014885785,0,0,-0.063054964,-0.023712823,0,0.002038336,0.000766549,0,0.19895455,0.074820027,0,-0.17476994,0.030544531,0.055390097,-0.001790559,-0.17476994,-0.034771275,-0.013076291,0
-1.527581,1,-1.0299919,1.0608833,-0.17250809,0.029759042,1,0.17768192,0.59427369,-1.0299919,-0.29506353,0.018308146,0,0.087062486,0.000335188,-0.005402066,0,0,0.30391303,-0.018857241,0,0.050900847,-0.003158303,0,-0.29506353,0.018308146,0,-0.61811024,0.38206026,0.63664854,0.10662901,-0.61811024,0.18238178,-0.011316452,0
-1.0587471,1,-1.7653158,3.1163397,0.022794038,0.000519568,1,-0.040238675,0.78957582,-1.7653158,-0.027523542,-0.11855175,0,0.000757545,0.014054516,0.003262964,0,0,0.048587743,0.20928127,0,-0.000627373,-0.002702273,0,-0.027523542,-0.11855175,0,-1.6754805,2.8072348,2.9577522,-0.038190965,-1.6754805,0.046115156,0.19863114,0
-1.332583,1,-1.0125015,1.0251592,-0.043792456,0.001917779,1,0.044339925,0.72298932,-1.0125015,0.12204454,-0.057142749,0,0.01489487,0.003265294,-0.00697396,0,0,-0.12357028,0.057857119,0,-0.00534463,0.002502421,0,0.12204454,-0.057142749,0,-1.1430708,1.3066109,1.1573609,0.050057881,-1.1430708,-0.13950555,0.065318212,0
-1.159493,1,-1.2124918,1.4701363,0.095118195,0.009047471,1,-0.11533003,0.86189997,-1.2124918,0.22620246,0.018308146,0,0.051167551,0.000335188,0.004141348,0,0,-0.27426863,-0.022198476,0,0.021515969,0.001741438,0,0.22620246,0.018308146,0,-0.78996044,0.6240375,0.95782053,-0.075139612,-0.78996044,-0.178691,-0.014462711,0
-1.415406,1,-0.25628161,0.065680265,0.050601214,0.002560483,1,-0.012968161,0.81738299,-0.25628161,0.071778513,0.074820027,1,0.005152155,0.005598037,0.00537047,0.071778513,0.074820027,-0.018395513,-0.019174997,-0.25628161,0.00363208,0.003785984,0.81738299,0.071778513,0.074820027,1,0.17225975,0.02967342,-0.044147007,0.008716553,0.17225975,0.012364549,0.012888479,0.17225975
-1.02293,1,-1.4254816,2.0319977,0.087724596,0.007695605,1,-0.1250498,0.85450637,-1.4254816,0.12315843,0.018308146,0,0.015167999,0.000335188,0.002254803,0,0,-0.17556007,-0.026097924,0,0.010804024,0.001606075,0,0.12315843,0.018308146,0,-0.63723999,0.40607482,0.90837383,-0.055901621,-0.63723999,-0.07848148,-0.011666683,0
-1.939243,1,2.1761582,4.7356644,0.038990945,0.001520294,1,0.08485046,0.80577272,2.1761582,-0.16249254,0.37207124,0,0.026403828,0.138437,-0.060458802,0,0,-0.35360947,0.80968589,0,-0.006335738,0.014507409,0,-0.16249254,0.37207124,0,1.7335695,3.0052633,3.7725215,0.067593515,1.7335695,-0.28169212,0.64501137,0
-1.085254,1,0.37824845,0.14307189,-0.017406791,0.000302996,1,-0.006584092,0.74937499,0.37824845,-0.23674753,0.21553706,0,0.056049395,0.046456221,-0.051027868,0,0,-0.089549385,0.081526555,0,0.004121015,-0.003751809,0,-0.23674753,0.21553706,0,1.2894796,1.6627576,0.48774368,-0.022445703,1.2894796,-0.3052811,0.27793065,0
-1.561435,1,-1.013952,1.0280987,-0.31358176,0.098333523,1,0.31795686,0.45320001,-1.013952,-0.42308453,-0.057142749,0,0.17900051,0.003265294,0.024176214,0,0,0.42898741,0.057940006,0,0.13267159,0.017918924,0,-0.42308453,-0.057142749,0,-0.56681019,0.3212738,0.57471836,0.17774133,-0.56681019,0.23980862,0.032389093,0
-0.0116,1,-2.8236063,7.9727521,-0.064115077,0.004110743,1,0.18103573,0.7026667,-2.8236063,0.041491482,-0.057142749,0,0.001721543,0.003265294,-0.002370938,0,0,-0.11715561,0.16134863,0,-0.00266023,0.003663712,0,0.041491482,-0.057142749,0,-1.1830002,1.3994895,3.3403268,0.075848147,-1.1830002,-0.049084432,0.067599885,0
-1.565038,1,0.61581826,0.37923214,-0.1361936,0.018548697,1,-0.083870508,0.63058817,0.61581826,-0.19433644,0.12830923,0,0.037766654,0.016463259,-0.02493516,0,0,-0.11967593,0.079015173,0,0.026467381,-0.017474897,0,-0.19433644,0.12830923,0,0.83927959,0.70439023,0.51684368,-0.11430451,0.83927959,-0.16310261,0.10768732,0
-1.700743,1,0.85971856,0.73911601,0.038931042,0.001515626,1,0.03346974,0.80571282,0.85971856,0.017006611,0.12830923,0,0.000289225,0.016463259,0.002182105,0,0,0.014620899,0.11030983,0,0.000662085,0.004995212,0,0.017006611,0.12830923,0,0.78514999,0.6164605,0.675008,0.030566707,0.78514999,0.013352741,0.100742,0
-0.95111871,1,-0.79313159,0.62905771,0.006817251,4.64749E-05,1,-0.005406977,0.77359903,-0.79313159,0.28777048,0.074820027,0,0.082811847,0.005598037,0.021530995,0,0,-0.22823986,-0.059342127,0,0.001961804,0.000510067,0,0.28777048,0.074820027,0,-0.093070567,0.008662131,0.073817208,-0.000634485,-0.093070567,-0.026782962,-0.006963542,0
-1.880262,1,1.2881787,1.6594043,0.24226025,0.058690026,1,0.31207448,1.009042,1.2881787,-0.016138578,0.12830923,0,0.000260454,0.016463259,-0.002070729,0,0,-0.020789372,0.16528521,0,-0.003909736,0.031084226,0,-0.016138578,0.12830923,0,0.74583,0.55626237,0.96076232,0.18068495,0.74583,-0.012036636,0.095696874,0
-1.325416,1,-0.47017169,0.22106142,0.01457414,0.000212406,1,-0.006852348,0.78135592,-0.47017169,0.085170485,0.074820027,0,0.007254012,0.005598037,0.006372458,0,0,-0.040044751,-0.035178259,0,0.001241287,0.001090438,0,0.085170485,0.074820027,0,-0.21898037,0.047952402,0.10295837,-0.003191451,-0.21898037,-0.018650664,-0.016384117,0
-1.5586801,1,-0.71944213,0.51759696,0.014862627,0.000220898,1,-0.010692799,0.7816444,-0.71944213,-0.17138341,0.018308146,0,0.029372273,0.000335188,-0.003137713,0,0,0.12330045,-0.013171651,0,-0.002547208,0.000272107,0,-0.17138341,0.018308146,0,-0.52184063,0.27231765,0.37543413,-0.007755923,-0.52184063,0.089434825,-0.009553934,0
-1.003976,1,-1.9850347,3.9403627,0.12691471,0.016107343,1,-0.25193012,0.89369649,-1.9850347,-0.4637194,-0.19471265,0,0.21503568,0.037913017,0.090292037,0,0,0.92049909,0.38651139,0,-0.058852814,-0.024711899,0,-0.4637194,-0.19471265,0,-1.92549,3.7075119,3.8221645,-0.24437301,-1.92549,0.89288706,0.37491727,0
-1.144554,1,0.10707783,0.011465661,-0.023026496,0.00053022,1,-0.002465627,0.74375528,0.10707783,0.12328241,0.12830923,1,0.015198553,0.016463259,0.015818272,0.12328241,0.12830923,0.013200813,0.013739075,0.10707783,-0.002838762,-0.002954512,0.74375528,0.12328241,0.12830923,1,0.75760978,0.57397258,0.08112321,-0.017445099,0.75760978,0.093399957,0.097208329,0.75760978
-1.93071,1,0.94059873,0.88472599,0.12267771,0.015049822,1,0.1153905,0.88945949,0.94059873,-0.21035054,0.12830923,0,0.044247352,0.016463259,-0.026989918,0,0,-0.19785546,0.1206875,0,-0.025805324,0.015740683,0,-0.21035054,0.12830923,0,0.51837963,0.26871744,0.48758721,0.063593626,0.51837963,-0.10904144,0.06651289,0
-1.833768,1,0.58175874,0.33844322,0.017852336,0.000318706,1,0.010385753,0.78463411,0.58175874,-0.1452606,0.12830923,0,0.021100642,0.016463259,-0.018638277,0,0,-0.084506623,0.07464502,0,-0.002593241,0.00229062,0,-0.1452606,0.12830923,0,0.62102932,0.38567743,0.36128923,0.011086824,0.62102932,-0.090211093,0.079683796,0
